"Chr"	"Start"	"End"	"Conc"	"Conc_virus"	"Conc_mock"	"Fold"	"p-value"	"FDR"
"29981"	"chr5"	76774617	76775061	5.98	6.24	5.67	0.57	0.000788	0.035
"6760"	"chr11"	64356553	64356849	3.69	2.75	4.25	-1.5	0.000794	0.0353
"5996"	"chr11"	9758016	9758419	5.48	5.91	4.86	1.05	0.000799	0.0355
"34628"	"chr7"	88219813	88220289	5.89	6.29	5.33	0.96	0.000805	0.0356
"35330"	"chr7"	140326329	140326585	4.66	4.11	5.06	-0.95	0.000805	0.0356
"26614"	"chr3"	129027135	129027421	3.12	1.7	3.82	-2.12	0.000807	0.0357
"909"	"chr1"	31938244	31938654	4.91	5.31	4.35	0.96	0.000811	0.0358
"23143"	"chr20"	35264846	35265087	2.08	1.07	2.67	-1.61	0.000812	0.0358
"21564"	"chr2"	165953730	165954355	4.96	5.36	4.4	0.96	0.000815	0.0359
"36483"	"chr8"	73746960	73747481	5.58	5.87	5.22	0.65	0.000816	0.0359
"24487"	"chr22"	24182484	24183007	3.18	2.21	3.76	-1.55	0.000819	0.036
"32424"	"chr6"	69796841	69797236	6.58	7	5.98	1.01	0.000821	0.0361
"12151"	"chr14"	106879294	106879501	2.9	3.56	1.63	1.93	0.000823	0.0361
"18146"	"chr19"	6516609	6517318	6.27	6.52	5.95	0.57	0.000827	0.0362
"19909"	"chr2"	24792684	24793082	5.03	5.48	4.37	1.11	0.000827	0.0362
"19196"	"chr19"	46638377	46638927	6.35	6.57	6.1	0.47	0.000828	0.0362
"15261"	"chr17"	7589181	7589773	5.83	6.14	5.45	0.69	0.000836	0.0365
"15806"	"chr17"	37414196	37414404	2.22	1.22	2.81	-1.59	0.000836	0.0365
"11935"	"chr14"	99538342	99538740	3.27	2.67	3.69	-1.02	0.00084	0.0366
"31951"	"chr6"	33512119	33512379	2.68	1.85	3.2	-1.35	0.000844	0.0367
"8215"	"chr12"	10009792	10010230	3.9	2.74	4.53	-1.78	0.000844	0.0367
"30583"	"chr5"	138283118	138283488	3.49	2.28	4.14	-1.87	0.000846	0.0368
"26554"	"chr3"	126679058	126679642	6.2	6.52	5.78	0.74	0.000849	0.0368
"29898"	"chr5"	71758000	71758276	4.13	3.37	4.63	-1.26	0.000849	0.0368
"16352"	"chr17"	55527306	55527838	4.08	3.36	4.55	-1.19	0.00085	0.0368
"6696"	"chr11"	62680839	62681158	4.02	3.28	4.51	-1.22	0.000851	0.0368
"34916"	"chr7"	106042817	106043362	6.63	6.9	6.29	0.61	0.000852	0.0368
"21646"	"chr2"	172427287	172427746	3.14	2.18	3.71	-1.53	0.000854	0.0369
"16571"	"chr17"	65100466	65100895	6.26	6.56	5.89	0.67	0.000855	0.0369
"30849"	"chr5"	149434407	149434833	6.01	6.36	5.54	0.81	0.000859	0.037
"1247"	"chr1"	46604014	46604276	3	3.61	1.94	1.67	0.00086	0.037
"29096"	"chr4"	168631408	168631796	3.41	2.51	3.96	-1.46	0.000861	0.037
"34723"	"chr7"	98106578	98106904	5.98	6.24	5.67	0.57	0.000863	0.0371
"19672"	"chr2"	6773148	6773488	6.05	6.43	5.53	0.89	0.000865	0.0371
"33953"	"chr7"	26686402	26686866	4.12	4.61	3.38	1.23	0.000866	0.0371
"14109"	"chr16"	28218170	28218426	3.08	2.14	3.64	-1.5	0.00087	0.0372
"10146"	"chr13"	30679775	30680066	4	3.3	4.47	-1.16	0.000871	0.0372
"6426"	"chr11"	44538447	44539039	6.08	6.39	5.67	0.72	0.000871	0.0372
"38426"	"chr9"	112844499	112845000	6.26	6.58	5.83	0.75	0.000872	0.0372
"16774"	"chr17"	75778899	75779400	4.92	5.46	4.03	1.44	0.000872	0.0372
"28355"	"chr4"	87006540	87006903	2.64	1.53	3.25	-1.72	0.000874	0.0372
"6890"	"chr11"	67118862	67119248	3.9	4.37	3.19	1.18	0.000875	0.0372
"3931"	"chr10"	230860	231044	2.59	1.42	3.23	-1.81	0.000878	0.0373
"13079"	"chr15"	75308134	75308356	2.82	1.94	3.37	-1.43	0.000882	0.0374
"39297"	"chrX"	25020889	25021272	4.38	4.79	3.81	0.98	0.000884	0.0375
"23701"	"chr20"	63056156	63056882	6.65	6.9	6.35	0.54	0.000888	0.0376
"9834"	"chr12"	122865626	122866047	3.29	2.28	3.87	-1.59	0.00089	0.0376
"28855"	"chr4"	142850547	142850812	2.85	1.7	3.48	-1.79	0.00089	0.0376
"21890"	"chr2"	191501657	191501881	3.73	2.57	4.37	-1.8	0.00089	0.0376
"32599"	"chr6"	87322334	87322671	6.31	6.6	5.96	0.64	0.000892	0.0376
"36429"	"chr8"	69556307	69556562	3.59	3.02	4	-0.98	0.000894	0.0377
"12055"	"chr14"	103921465	103921804	6.54	6.85	6.15	0.71	0.000898	0.0378
"4586"	"chr10"	59805135	59805397	3.05	1.84	3.7	-1.86	0.000899	0.0378
"39941"	"chrX"	123770560	123770849	2.66	1.42	3.32	-1.9	0.000899	0.0378
"13408"	"chr15"	89776614	89776931	3.44	2.17	4.1	-1.93	9e-04	0.0378
"15466"	"chr17"	17994150	17994572	3.97	3.31	4.42	-1.12	0.000902	0.0378
"14955"	"chr16"	87777585	87778208	6.79	7.02	6.53	0.49	0.000903	0.0378
"28302"	"chr4"	82284887	82285847	6.39	6.72	5.95	0.77	0.000903	0.0378
"39452"	"chrX"	47644014	47644256	3.13	2.35	3.63	-1.28	0.000906	0.0378
"22276"	"chr2"	222561874	222562174	3.65	2.85	4.16	-1.31	0.000912	0.0381
"39425"	"chrX"	45743107	45743418	2.87	1.98	3.41	-1.43	0.000915	0.0382
"22385"	"chr2"	230987254	230987668	6.05	6.36	5.65	0.72	0.000916	0.0382
"33961"	"chr7"	27160715	27161463	6.35	6.6	6.06	0.54	0.000919	0.0382
"8143"	"chr12"	6938036	6938696	6.29	6.57	5.95	0.61	0.000923	0.0383
"12612"	"chr15"	51192605	51193243	6.11	6.35	5.81	0.55	0.000924	0.0383
"37054"	"chr8"	127914424	127914631	2.76	1.8	3.33	-1.53	0.000925	0.0383
"33163"	"chr6"	137866976	137867314	5.74	6.05	5.33	0.72	0.000925	0.0383
"19108"	"chr19"	44844625	44845317	6.46	6.77	6.05	0.72	0.000926	0.0383
"2179"	"chr1"	143698083	143698352	4.39	4.9	3.6	1.3	0.000929	0.0383
"25061"	"chr22"	50274363	50274674	3.31	2.32	3.89	-1.57	0.000929	0.0383
"36288"	"chr8"	54139234	54139584	2.82	1.76	3.42	-1.66	0.00093	0.0383
"9051"	"chr12"	64890928	64891186	4.28	4.83	3.4	1.42	0.000931	0.0383
"11975"	"chr14"	100826882	100827510	4.99	5.34	4.53	0.81	0.000932	0.0383
"24300"	"chr22"	19717989	19718382	6.1	6.45	5.63	0.82	0.000932	0.0383
"35120"	"chr7"	128208483	128209098	5.44	4.93	5.82	-0.89	0.000933	0.0383
"38346"	"chr9"	105475386	105475648	2.54	1.42	3.17	-1.75	0.000933	0.0383
"27167"	"chr3"	172836468	172836708	3.94	3.1	4.47	-1.37	0.000935	0.0383
"34340"	"chr7"	55254710	55255423	6.14	6.48	5.69	0.79	0.000935	0.0383
"26527"	"chr3"	125766018	125766792	6.06	6.33	5.71	0.62	0.000936	0.0383
"15156"	"chr17"	3846207	3846552	5.71	6.05	5.27	0.78	0.000939	0.0383
"15230"	"chr17"	7014717	7015162	5.86	6.21	5.4	0.81	0.000941	0.0383
"38609"	"chr9"	124415481	124415764	5.15	5.54	4.61	0.93	0.000942	0.0383
"898"	"chr1"	31707837	31708060	2.95	1.94	3.53	-1.59	0.000943	0.0383
"650"	"chr1"	23868281	23868846	5.99	6.43	5.37	1.06	0.000944	0.0383
"20570"	"chr2"	74391985	74392328	6.31	6.55	6.01	0.54	0.000944	0.0383
"28191"	"chr4"	73853295	73853521	2.48	1.42	3.08	-1.66	0.000944	0.0383
"17245"	"chr18"	20971900	20972166	3.54	2.65	4.09	-1.44	0.000945	0.0383
"26343"	"chr3"	111860345	111860748	3.43	2.21	4.08	-1.87	0.000945	0.0383
"8139"	"chr12"	6869223	6869750	6.04	6.32	5.69	0.63	0.000947	0.0384
"23426"	"chr20"	48620456	48621569	6.85	7.13	6.51	0.62	0.000948	0.0384
"11678"	"chr14"	76181633	76181850	2.44	1.29	3.07	-1.79	0.000951	0.0384
"4514"	"chr10"	50421342	50421589	3.71	2.75	4.28	-1.54	0.000952	0.0384
"38458"	"chr9"	114153780	114154083	3.53	2.64	4.07	-1.43	0.000953	0.0384
"955"	"chr1"	33147802	33148222	3.41	2.47	3.97	-1.5	0.000955	0.0385
"26550"	"chr3"	126521970	126522640	6.02	6.29	5.69	0.61	0.000956	0.0385
"4069"	"chr10"	13415047	13415257	2.49	1.07	3.19	-2.12	0.00096	0.0387
"3256"	"chr1"	204214112	204214517	4.67	3.97	5.14	-1.18	0.000964	0.0388
"16171"	"chr17"	47742664	47743186	4.36	4.97	3.27	1.71	0.000965	0.0388
"11641"	"chr14"	74907079	74907339	2.54	1.48	3.15	-1.67	0.000967	0.0388
"23870"	"chr21"	25039870	25040141	2.77	1.85	3.33	-1.48	0.000969	0.0388
"20251"	"chr2"	47767936	47768509	6.62	6.92	6.24	0.68	0.00097	0.0388
"17691"	"chr18"	63342284	63342510	3.39	2.21	4.03	-1.81	0.000971	0.0388
"25462"	"chr3"	32510157	32510463	3.85	2.84	4.43	-1.59	0.000973	0.0389
"24708"	"chr22"	35930979	35931226	3.47	2.72	3.96	-1.24	0.000975	0.0389
"12873"	"chr15"	66851189	66851640	6.4	6.72	5.98	0.74	0.000975	0.0389
"24581"	"chr22"	29359540	29359847	4.76	4.2	5.16	-0.96	0.000976	0.0389
"20036"	"chr2"	32326435	32326789	2.63	1.8	3.15	-1.35	0.000978	0.0389
"1737"	"chr1"	90723788	90723989	2.51	3.16	1.3	1.86	0.00098	0.0389
"19884"	"chr2"	23505270	23505530	2.19	1.14	2.79	-1.64	0.00098	0.0389
"16797"	"chr17"	76125214	76125511	3.07	2.14	3.64	-1.5	0.00098	0.0389
"24480"	"chr22"	24118048	24118235	2.22	1.22	2.81	-1.59	0.000982	0.0389
"10991"	"chr14"	23559328	23560178	6.08	6.39	5.67	0.72	0.000983	0.0389
"36498"	"chr8"	75406862	75407161	2.9	2.32	3.31	-0.99	0.000983	0.0389
"26008"	"chr3"	65439648	65439950	4.16	3.24	4.72	-1.48	0.000988	0.0391
"17763"	"chr18"	74598304	74598632	3	2.06	3.56	-1.49	0.000991	0.0391
"11143"	"chr14"	36374063	36374378	5.51	5.83	5.09	0.75	0.000991	0.0391
"3408"	"chr1"	209646533	209646825	3.48	2.44	4.07	-1.63	0.000992	0.0391
"6930"	"chr11"	67955725	67956065	5.85	6.17	5.43	0.74	0.000994	0.0391
"21168"	"chr2"	121095306	121095603	4.93	4.26	5.38	-1.12	0.000996	0.0392
"23102"	"chr20"	33791952	33792648	5.82	6.1	5.47	0.63	0.000998	0.0392
"35612"	"chr8"	229604	229856	3.32	2.32	3.91	-1.59	0.001	0.0392
"11370"	"chr14"	59019057	59019346	2.71	1.94	3.21	-1.26	0.001	0.0392
"19131"	"chr19"	45402266	45402794	5.23	5.56	4.81	0.74	0.001	0.0392
"27959"	"chr4"	40908370	40909206	6.37	6.72	5.91	0.81	0.001	0.0392
"14845"	"chr16"	84672105	84672633	6.17	6.48	5.78	0.7	0.00101	0.0392
"39278"	"chrX"	23782756	23783108	4.91	5.36	4.23	1.13	0.00101	0.0392
"16675"	"chr17"	72560051	72560711	5.73	6.02	5.38	0.64	0.00101	0.0392
"6693"	"chr11"	62593569	62593880	4.35	3.43	4.91	-1.48	0.00101	0.0392
"20543"	"chr2"	73260338	73260900	4.43	3.59	4.96	-1.38	0.00101	0.0392
"21722"	"chr2"	176454954	176455272	5.47	5.76	5.09	0.67	0.00101	0.0392
"16076"	"chr17"	44400125	44400521	3.21	2.17	3.8	-1.63	0.00101	0.0392
"20382"	"chr2"	64487988	64488525	5.84	6.24	5.28	0.96	0.00101	0.0392
"28823"	"chr4"	140052174	140052456	3.24	2.06	3.88	-1.83	0.00101	0.0392
"29289"	"chr5"	308612	309125	3.7	2.64	4.31	-1.67	0.00101	0.0392
"31552"	"chr6"	13574105	13574373	4.2	4.67	3.49	1.18	0.00101	0.0392
"9574"	"chr12"	109719334	109719648	2.98	2.39	3.4	-1.01	0.00101	0.0392
"31259"	"chr5"	177507318	177507532	2.32	1.29	2.91	-1.63	0.00101	0.0392
"33112"	"chr6"	134173929	134174242	4.6	4.96	4.11	0.85	0.00102	0.0393
"35253"	"chr7"	134632999	134633271	3.75	2.31	4.45	-2.14	0.00102	0.0394
"15119"	"chr17"	2091213	2091449	3.24	2.54	3.71	-1.17	0.00102	0.0394
"16974"	"chr17"	81241680	81242160	5.61	5.91	5.21	0.7	0.00103	0.0395
"6526"	"chr11"	48172614	48173171	6.33	6.7	5.83	0.87	0.00103	0.0395
"34392"	"chr7"	66502524	66502928	3.09	2.48	3.52	-1.05	0.00103	0.0395
"6543"	"chr11"	57345533	57345956	5.53	5.88	5.06	0.82	0.00103	0.0395
"13717"	"chr16"	2823459	2823664	2.4	1.66	2.88	-1.23	0.00103	0.0396
"10064"	"chr13"	25287374	25287735	6.89	7.16	6.56	0.59	0.00104	0.0397
"36772"	"chr8"	102808481	102808800	3.23	2.25	3.82	-1.57	0.00104	0.04
"29443"	"chr5"	15995476	15995825	3.99	3.43	4.4	-0.97	0.00105	0.04
"13567"	"chr15"	101152895	101153150	2.68	1.59	3.3	-1.71	0.00105	0.04
"31291"	"chr5"	179261319	179261594	3.13	2.14	3.71	-1.57	0.00105	0.04
"18596"	"chr19"	18410634	18411105	6.19	6.45	5.87	0.58	0.00105	0.0401
"11206"	"chr14"	44913712	44913976	4.21	3.42	4.72	-1.31	0.00105	0.0401
"33553"	"chr6"	170480102	170480342	2.64	1.85	3.15	-1.3	0.00106	0.0401
"2231"	"chr1"	145977308	145977840	5.42	5.81	4.88	0.93	0.00106	0.0401
"14779"	"chr16"	81214685	81215269	3.9	3.21	4.36	-1.15	0.00106	0.0401
"2914"	"chr1"	178532171	178532626	5.66	6	5.22	0.77	0.00106	0.0401
"30960"	"chr5"	154642527	154642794	3.45	2.73	3.93	-1.19	0.00106	0.0401
"4681"	"chr10"	69004864	69005076	3.24	1.64	3.98	-2.33	0.00106	0.0401
"26943"	"chr3"	152574558	152574805	3.11	1.75	3.8	-2.05	0.00106	0.0401
"972"	"chr1"	34597922	34598194	2.56	3.14	1.56	1.58	0.00106	0.0401
"37013"	"chr8"	124953778	124954004	3.17	1.97	3.82	-1.85	0.00106	0.0402
"12059"	"chr14"	104094371	104095143	5.81	6.17	5.34	0.82	0.00107	0.0402
"31672"	"chr6"	24359687	24360124	5.79	6.11	5.37	0.75	0.00107	0.0402
"35570"	"chr7"	155372433	155372946	3.67	4.16	2.92	1.24	0.00107	0.0402
"18524"	"chr19"	17080090	17080434	4.64	4.04	5.06	-1.02	0.00107	0.0402
"15997"	"chr17"	42609038	42609305	3.92	4.42	3.15	1.27	0.00107	0.0402
"26452"	"chr3"	120795070	120795624	5.61	5.9	5.26	0.64	0.00107	0.0402
"32193"	"chr6"	43495375	43495818	3.37	2.62	3.86	-1.24	0.00107	0.0402
"35913"	"chr8"	22622653	22623224	6.59	6.93	6.12	0.81	0.00107	0.0403
"6179"	"chr11"	19076606	19077444	6.67	7.03	6.19	0.84	0.00108	0.0403
"33602"	"chr7"	1369039	1369369	3.89	4.43	3	1.43	0.00108	0.0403
"12061"	"chr14"	104137306	104137957	5.24	5.64	4.69	0.95	0.00108	0.0404
"35102"	"chr7"	127253669	127254301	5.92	6.19	5.58	0.61	0.00108	0.0404
"10129"	"chr13"	29507997	29508468	6.24	6.53	5.88	0.64	0.00108	0.0404
"25324"	"chr3"	16247352	16247686	5.32	5.62	4.94	0.67	0.00109	0.0405
"31749"	"chr6"	27819742	27820020	2.83	1.7	3.45	-1.76	0.00109	0.0407
"10269"	"chr13"	41196727	41196952	2.35	1.29	2.95	-1.66	0.00109	0.0407
"6474"	"chr11"	46239122	46239484	6.54	6.8	6.21	0.59	0.00109	0.0407
"10191"	"chr13"	33285758	33286050	2.81	1.59	3.46	-1.87	0.0011	0.0408
"22874"	"chr20"	13546574	13546871	4.92	5.35	4.3	1.05	0.0011	0.0408
"14654"	"chr16"	71412259	71413035	6.2	6.53	5.77	0.76	0.0011	0.0408
"39180"	"chrX"	13747946	13748169	3.14	1.84	3.81	-1.97	0.00111	0.041
"28959"	"chr4"	153085125	153085546	6.39	6.65	6.06	0.59	0.00111	0.041
"20527"	"chr2"	72862538	72862892	6.56	6.87	6.17	0.71	0.00111	0.041
"28347"	"chr4"	86223479	86223861	3.48	2.84	3.92	-1.08	0.00111	0.041
"13235"	"chr15"	81257056	81257350	3.36	2.65	3.83	-1.18	0.00111	0.041
"16914"	"chr17"	79741578	79742307	6.71	6.97	6.38	0.6	0.00112	0.0412
"8095"	"chr12"	6038124	6038477	3.61	2.34	4.27	-1.93	0.00112	0.0412
"17932"	"chr19"	1853348	1853672	5.93	6.26	5.49	0.76	0.00112	0.0412
"33644"	"chr7"	2567672	2568224	3.8	2.97	4.32	-1.34	0.00112	0.0413
"2223"	"chr1"	145721074	145721831	6.23	6.52	5.86	0.66	0.00113	0.0417
"20088"	"chr2"	38376592	38376954	4.64	5.08	4.03	1.05	0.00114	0.0418
"7465"	"chr11"	108117842	108118096	3.05	1.75	3.73	-1.98	0.00114	0.0418
"18939"	"chr19"	40702614	40703081	4.14	3.46	4.6	-1.14	0.00114	0.0419
"28298"	"chr4"	81913404	81913735	4.12	4.68	3.2	1.48	0.00114	0.0419
"26678"	"chr3"	133423571	133423941	5.32	5.73	4.74	0.99	0.00115	0.042
"9092"	"chr12"	67651371	67651586	2.62	1.29	3.3	-2.02	0.00115	0.042
"10689"	"chr13"	99578577	99578904	2.57	1.42	3.2	-1.79	0.00115	0.042
"38901"	"chr9"	134689438	134690014	5.96	6.24	5.61	0.62	0.00115	0.042
"25065"	"chr22"	50342347	50342689	6.06	6.35	5.7	0.66	0.00115	0.042
"1528"	"chr1"	66930024	66930322	3.28	3.75	2.6	1.15	0.00115	0.042
"7731"	"chr11"	121194727	121195275	5.27	5.69	4.66	1.04	0.00116	0.042
"15126"	"chr17"	2367126	2367609	3.62	2.35	4.28	-1.94	0.00116	0.042
"36972"	"chr8"	122858318	122858539	2.77	1.59	3.41	-1.82	0.00116	0.042
"25505"	"chr3"	37024178	37024366	2.39	1.29	3.01	-1.72	0.00116	0.042
"7620"	"chr11"	118198108	118198599	5.48	5.86	4.97	0.89	0.00116	0.0421
"11937"	"chr14"	99609381	99609959	5.1	4.61	5.47	-0.86	0.00116	0.0421
"139"	"chr1"	3483681	3484218	5.67	6	5.24	0.77	0.00116	0.0421
"5602"	"chr10"	122981195	122981438	3.73	2.77	4.3	-1.53	0.00116	0.0421
"8684"	"chr12"	49623489	49623880	5.76	6.15	5.23	0.92	0.00117	0.0422
"5967"	"chr11"	8225514	8225898	5.61	5.93	5.18	0.76	0.00117	0.0422
"16616"	"chr17"	67942850	67943132	3.16	2.18	3.74	-1.56	0.00117	0.0423
"27434"	"chr3"	195522343	195522581	3.97	4.62	2.76	1.85	0.00117	0.0423
"22691"	"chr20"	1802363	1802610	4.39	3.67	4.86	-1.19	0.00118	0.0423
"27044"	"chr3"	160032217	160032523	5.43	5.77	4.97	0.8	0.00118	0.0424
"19803"	"chr2"	17171499	17171767	4.07	3.19	4.61	-1.41	0.00118	0.0425
"28394"	"chr4"	89434447	89434702	4.07	3.45	4.49	-1.04	0.00118	0.0425
"18236"	"chr19"	9945750	9945993	3.09	1.48	3.83	-2.35	0.00119	0.0426
"32210"	"chr6"	44001203	44001593	3.42	2.17	4.07	-1.9	0.00119	0.0426
"26427"	"chr3"	119241475	119242087	5.49	5.86	4.98	0.88	0.00119	0.0426
"14305"	"chr16"	49857551	49858218	5.01	5.37	4.54	0.83	0.00119	0.0427
"35906"	"chr8"	22561844	22562291	6.27	6.51	5.98	0.53	0.00119	0.0427
"19584"	"chr19"	58155043	58155466	6.26	6.59	5.84	0.75	0.0012	0.0427
"7267"	"chr11"	86571490	86571876	3.22	2.25	3.8	-1.55	0.0012	0.0427
"7124"	"chr11"	75388736	75389017	5.17	5.54	4.66	0.88	0.0012	0.0427
"1654"	"chr1"	84936200	84936557	5.34	5.73	4.8	0.93	0.0012	0.0427
"363"	"chr1"	12275407	12275728	4.59	3.87	5.06	-1.2	0.0012	0.0427
"27496"	"chr4"	674221	674578	6.13	6.49	5.65	0.84	0.0012	0.0427
"9806"	"chr12"	121811991	121812523	6.13	6.43	5.74	0.7	0.0012	0.0428
"1923"	"chr1"	109112680	109113189	6.48	6.74	6.15	0.59	0.0012	0.0428
"8672"	"chr12"	49342323	49343111	6.34	6.53	6.11	0.42	0.00121	0.0428
"23433"	"chr20"	49028710	49028950	2.54	1.75	3.04	-1.29	0.00121	0.0428
"35999"	"chr8"	26701177	26701431	3.42	2.7	3.9	-1.2	0.00121	0.0428
"10860"	"chr13"	114143791	114144033	2.98	1.7	3.64	-1.95	0.00121	0.0429
"27416"	"chr3"	194604915	194605145	2.98	1.84	3.61	-1.77	0.00122	0.0429
"29454"	"chr5"	16934070	16934377	5.83	6.15	5.42	0.73	0.00122	0.0429
"33119"	"chr6"	135087461	135087705	2.17	1.07	2.79	-1.72	0.00122	0.0429
"2714"	"chr1"	163171151	163171446	3.43	2.59	3.96	-1.38	0.00122	0.0429
"9904"	"chr12"	126874509	126874711	1.91	2.59	0.55	2.04	0.00122	0.0429
"244"	"chr1"	8315873	8316326	2.99	2.25	3.48	-1.23	0.00122	0.0429
"581"	"chr1"	21534820	21535236	3.76	2.82	4.33	-1.51	0.00122	0.0429
"23690"	"chr20"	62847591	62847779	2.37	1.54	2.89	-1.35	0.00122	0.0429
"29502"	"chr5"	32329407	32329850	4.76	4.2	5.16	-0.95	0.00123	0.043
"26688"	"chr3"	133927525	133928068	5.67	6.01	5.23	0.78	0.00123	0.043
"39289"	"chrX"	24259613	24259893	3.08	2.02	3.69	-1.66	0.00123	0.043
"29216"	"chr4"	184168467	184168964	5.96	6.3	5.52	0.77	0.00123	0.043
"37028"	"chr8"	125957825	125958041	2.99	1.98	3.57	-1.59	0.00123	0.043
"38891"	"chr9"	134381666	134381970	2.68	1.59	3.29	-1.7	0.00123	0.043
"31244"	"chr5"	177390278	177390815	5.92	6.27	5.46	0.81	0.00124	0.0433
"18427"	"chr19"	13839407	13839751	2.92	3.45	2.1	1.35	0.00124	0.0433
"26957"	"chr3"	154758359	154758573	2.75	1.55	3.4	-1.85	0.00125	0.0434
"19135"	"chr19"	45439433	45439994	6.8	7.1	6.43	0.67	0.00125	0.0434
"856"	"chr1"	30085882	30086544	5.86	6.15	5.5	0.65	0.00125	0.0435
"9715"	"chr12"	118034907	118035178	3.5	2.73	4	-1.27	0.00125	0.0435
"17151"	"chr18"	8480559	8480862	4.02	3.35	4.48	-1.13	0.00125	0.0435
"13072"	"chr15"	75201882	75202583	6.16	6.53	5.67	0.86	0.00125	0.0435
"14689"	"chr16"	72961558	72961785	2.94	1.59	3.62	-2.03	0.00125	0.0435
"33050"	"chr6"	131199697	131200018	3.75	2.75	4.34	-1.59	0.00126	0.0436
"5205"	"chr10"	97869428	97869814	4.35	3.44	4.9	-1.46	0.00126	0.0436
"4698"	"chr10"	69629830	69630516	6.77	6.98	6.53	0.44	0.00126	0.0436
"22141"	"chr2"	215269911	215270172	4.59	5.03	3.97	1.06	0.00126	0.0436
"28218"	"chr4"	75653914	75654173	3.31	2.54	3.81	-1.28	0.00126	0.0436
"29488"	"chr5"	30804763	30804988	2.77	1.85	3.32	-1.47	0.00127	0.0438
"23463"	"chr20"	49978799	49979456	6.34	6.62	5.98	0.65	0.00127	0.0438
"17279"	"chr18"	23131742	23132109	4.75	5.23	4.02	1.21	0.00127	0.0438
"7265"	"chr11"	86408942	86409148	2.8	1.53	3.46	-1.92	0.00128	0.0438
"3147"	"chr1"	201184900	201185255	4.9	4.18	5.38	-1.2	0.00128	0.0438
"16992"	"chr17"	81484148	81484823	6.2	6.56	5.72	0.85	0.00128	0.0438
"3343"	"chr1"	206808725	206809226	3.89	3.35	4.28	-0.92	0.00128	0.0438
"17646"	"chr18"	59697249	59697752	6.36	6.63	6.03	0.6	0.00128	0.0438
"16120"	"chr17"	45427901	45428541	6.89	7.11	6.63	0.48	0.00129	0.044
"32455"	"chr6"	72412195	72412554	6.7	7.02	6.28	0.74	0.00129	0.044
"19581"	"chr19"	57947510	57948009	5.16	5.48	4.74	0.75	0.00129	0.044
"3316"	"chr1"	205983895	205984458	5.31	4.92	5.62	-0.7	0.00129	0.0441
"30397"	"chr5"	126838022	126838232	2.65	1.59	3.25	-1.66	0.00129	0.0441
"17557"	"chr18"	50819389	50820233	6.25	6.51	5.93	0.58	0.0013	0.0441
"26386"	"chr3"	114299486	114299734	2.64	1.85	3.15	-1.3	0.0013	0.0441
"6902"	"chr11"	67354452	67354663	2.93	1.59	3.61	-2.02	0.0013	0.0441
"39436"	"chrX"	46686124	46686363	4.36	4.82	3.66	1.16	0.0013	0.0441
"33733"	"chr7"	6637717	6638123	4.53	4.94	3.97	0.97	0.0013	0.0441
"4095"	"chr10"	14971935	14972234	3.73	3.1	4.17	-1.07	0.0013	0.0443
"36011"	"chr8"	27515918	27516151	2.84	1.7	3.47	-1.77	0.00131	0.0443
"13114"	"chr15"	76333955	76334139	2.51	1.71	3.02	-1.31	0.00131	0.0443
"25713"	"chr3"	48465227	48465746	5.26	4.55	5.73	-1.18	0.00132	0.0446
"34823"	"chr7"	101363498	101364299	5.92	6.22	5.54	0.67	0.00133	0.0448
"9113"	"chr12"	69290824	69291317	5.03	4.59	5.36	-0.77	0.00133	0.0451
"25912"	"chr3"	57006873	57007134	3.18	3.73	2.29	1.45	0.00134	0.0451
"29982"	"chr5"	76818161	76818426	3.06	2.42	3.5	-1.08	0.00134	0.0451
"21900"	"chr2"	192162512	192162771	5.15	5.64	4.4	1.24	0.00134	0.0452
"4117"	"chr10"	16520971	16521312	3.1	2.17	3.66	-1.48	0.00134	0.0452
"9050"	"chr12"	64802026	64802536	6.01	6.3	5.66	0.65	0.00134	0.0452
"6561"	"chr11"	57667910	57668261	4.65	5.04	4.12	0.93	0.00134	0.0452
"22309"	"chr2"	224449387	224449750	3.84	3.1	4.33	-1.23	0.00135	0.0453
"23484"	"chr20"	50570556	50570806	2.77	1.9	3.31	-1.42	0.00135	0.0454
"20483"	"chr2"	70789607	70789913	3.27	2.09	3.91	-1.82	0.00135	0.0454
"18107"	"chr19"	5547870	5548144	3.9	3.35	4.29	-0.94	0.00135	0.0454
"36520"	"chr8"	79765196	79765624	6.25	6.63	5.74	0.88	0.00136	0.0454
"22259"	"chr2"	219912692	219912932	3.34	2.35	3.92	-1.57	0.00136	0.0455
"13847"	"chr16"	10737091	10737420	5.75	6.12	5.26	0.86	0.00136	0.0455
"7893"	"chr11"	130212763	130213470	5.96	6.23	5.64	0.59	0.00137	0.0456
"3132"	"chr1"	200558917	200559199	3.63	2.28	4.32	-2.04	0.00137	0.0456
"7676"	"chr11"	119481138	119481735	6.64	6.89	6.33	0.56	0.00137	0.0457
"37302"	"chr8"	144532774	144533001	2.86	1.98	3.4	-1.42	0.00137	0.0457
"25900"	"chr3"	56347300	56347452	2.49	3.22	0.94	2.28	0.00137	0.0458
"8158"	"chr12"	7219623	7219979	5	5.41	4.43	0.98	0.00138	0.0459
"4455"	"chr10"	47340399	47341038	6.25	6.55	5.86	0.69	0.00138	0.0459
"31910"	"chr6"	32838583	32839139	5.93	6.24	5.54	0.7	0.00138	0.0459
"32040"	"chr6"	36679955	36680818	6.53	6.83	6.15	0.67	0.00138	0.0459
